标题,总价（万）,单价,小区,区域,房间数,大小,朝向,建造时间,标签
闽江世纪城A区 满五 电梯房 高层看江视野,260,23566,闽江世纪城A区,仓山,3,110.33,南北,2018,"['南北', '满五年', '近地铁', '次新房']"
南北通透 满二 3室2厅 电梯房 榕南礼居 97平 楼层好,309,31840,榕南礼居,仓山,3,97.05,南北,2017,"['南北', '满二年', '近地铁', '车位充足']"
新货上市！厅带窗 3房带两台 东端头全明中楼层 毗邻软件园,188,24334,五凤新区,鼓楼,3,77.26,南北,2008,"['南北', '满五年', '车位充足']"
（实地看房）永翌上尚城 满二 朝南,165,20263,永翌上尚城,仓山,3,81.43,东南,2013,"['东南', '满二年', '近地铁']"
国贸凤凰原 性价比好房两室一厅 电梯高层采光好视野好看房方便,158,20684,国贸凤凰原,仓山,2,76.39,东北,2022,"['东北', '满二年', '近地铁', '车位充足']"
22年交房次新房。白湖亭，地铁口，大4房大阳台，毛坯。,310,24604,建总领筑,仓山,4,126,东南,2023,"['东南', '有电梯', '近地铁', '车位充足']"
万达商圈 纯商品洋房 一梯两户 高盖山公园旁零公摊 价格可谈,258,22078,奥体金茂悦,仓山,3,116.86,南北,2020,"['南北', '满二年', '次新房']"
清盘特惠来袭！南二环一手国企现房， 即 ，近万达,215,24705,水晶榕著,仓山,3,87.03,南北,2019,"['南北', '满五年', '车位充足']"
二环旁，外墙改造社区，屏西公寓，大三房，东端头，户型方正,209,20491,屏西公寓,鼓楼,3,102,南北,2000,"['南北', '满二年', '近地铁']"
二环内，4号地铁口，西峰小 电梯三房，次新社区，停车方便,335,36022,陆庄庭苑,鼓楼,3,93,南,2017,"['南', '满二年', '近地铁']"
高新区 精装可拎包入住 临地铁有电梯 交通便捷商品房旗山湖畔,245,21043,万科又一城,闽侯,3,116.43,南北,2018,"['南北', '满二年', '近地铁', '次新房']"
地铁口2号线五里亭站，2022年新社区小高层3房,285,32835,龙湖兰园天璞,晋安,3,86.8,南,2022,"['南', '有电梯', '近地铁', '车位充足']"
金闽小，金山中，世欧彼岸城，低总价28 ，户型方正,275,31067,世欧彼岸城C区,仓山,4,88.52,南北,2008,"['南北', '满二年', '近地铁', '车位充足']"
老房东的房子急售呢快来找我看房子啊,160,21334,联建新苑(三区),仓山,3,75,东南,2010,"['东南', '有电梯', '近地铁']"
三叉街！电梯大3房，地铁口，商品房，，麦德龙，步行街,258,22732,龙登天锦,仓山,3,113.5,南北,2003,"['南北', '满二年', '近地铁']"
钱塘晓屏东中 居家精装3房 端头 出门公交出门方便,333,36196,省农行单位宿舍,鼓楼,3,92,南北,1999,"['南北', '满二年', '近地铁']"
茶园山小近距离！中间楼层！精装三房！南北通透采光好！海员新村,280,30014,茶园山海员新村,鼓楼,3,93.29,南北,1997,"['南北', '满二年', '近地铁']"
端头全明 四房 井源居 居家可拎包入住,272.9,24166,井源居,晋安,4,112.92,南北,2005,"['南北', '满五年', '近地铁']"
带电梯 南北通透 满五 低密宜居 医疗配套成熟,209,22985,丞相坊小区,鼓楼,3,90.93,南北,2010,"['南北', '满五年']"
东泰禾地铁口 厅卧分离 精装1房1厅 带天然气 满二保利香槟,149,32477,保利香槟国际,晋安,1,45.88,南北,2016,"['南北', '满二年', '近地铁']"
黎明，福屿，03年社区，外墙贴砖，框架3房，出行方便,175,23027,福屿小区三区,鼓楼,3,76,南北,2003,"['南北', '满五年', '近地铁']"
泰禾广场旁 精装三房 东端头全明户型 结构方正,245,20248,三盛中央公园西区,晋安,3,121,东南,2015,"['东南', '满二年', '近地铁']"
万科金域榕郡91.1平335万3室2厅2卫,335,36773,万科金域榕郡,晋安,3,91.1,南北,2012,"['南北', '满五年']"
二号线！世欧王庄旁花园洋房 端头三房三阳台 全明结构南北通透,310,24966,永升城市花园,晋安,3,124.17,南北,2002,"['南北', '满五年', '近地铁']"
源利明珠 福 大利嘉城 茶亭 群众路 电梯高层3房 出售,278,24369,源利明珠,台江,3,114.08,东南,2006,"['东南', '有电梯', '近地铁', '车位充足']"
阔绰三房赠送8平入户花园 已满五年银行无欠款,278,24983,正祥一品新筑,仓山,3,111.28,南北,2005,"['南北', '满五年', '近地铁']"
金茂悦！带花园！钜惠精装大三房！沁心怡人！社区体验环境 ！,174,21324,奥体金茂悦,仓山,3,81.6,南北,2020,"['南北', '满二年', '次新房']"
急急大嫂看上的房子就是好！仓山精装大三房，拎包入住，找我低价,212,21778,奥体金茂悦,仓山,3,97.35,南北,2022,"['南北', '满二年', '次新房']"
有证 前期支付3层 剩余等出证在办理手续 可贷款,198,22225,城投鹤鸾郡,晋安,3,89.09,南北,2020,"['南北', '有电梯', '近地铁', '车位充足']"
二附 接送 近水部地铁口 阳光假日公寓 2室2厅 全明户型,285,33593,阳光假日公寓,鼓楼,2,84.84,西北,2006,"['西北', '满二年', '近地铁']"
五四温泉 水产设计院宿舍 精装框架大三房!楼层好 接送方便！,340,36364,水产设计院宿舍,鼓楼,3,93.5,南北,1993,"['南北', '满五年', '近地铁']"
大儒世家花园，居家装修，大两房，南北通透，居中楼层，拎包入住,159,21200,大儒世家花园,鼓楼,2,75,南北,2007,"['南北', '满五年']"
"超低单价,不临街,随时腾房305.00万元南北。福高花海",305,33799,祥浦苑,仓山,3,90.24,南北,2016,"['南北', '满二年', '近地铁']"
诚意出售，央企精装3房，楼间距宽，南北通透采光好,230,20804,保利西江林语,仓山,3,110.56,南北,2017,"['南北', '满二年', '近地铁']"
金源花园 有电梯 双卫 南北通透 医疗配套成熟 临地铁,295,23893,金源花园,鼓楼,3,123.47,南北,2001,"['南北', '满五年', '近地铁']"
金桔路 板楼 配套齐全 商品住宅 双卫 高楼层视野无遮挡,285,31944,水印长天,仓山,3,89.22,南北,2007,"['南北', '满五年', '近地铁']"
诚转可议价！仓山金山奥体华润橡树湾大三房端户欧式精装空置钥匙,270,21461,华润橡树湾,仓山,3,125.81,南北,2014,"['南北', '有电梯']"
正祥滨江假日，户型方正，全明结构，采光通风都没有问题,215,22832,正祥滨江假日,仓山,3,94.17,南北,2008,"['南北', '满五年']"
金山碧水一期翠榕苑 3室2厅2卫装修普通 价格优惠,270,24546,翠榕苑,仓山,3,110,东南,2002,"['东南', '近地铁']"
五四路省体旁丨泰禾旗下丨精装四房端头户型丨接送方便,255,22244,泰禾花园,鼓楼,4,114.64,南,2003,"['南', '满二年', '近地铁']"
急售！省体钱塘屏北免接送！居家大三房！中间楼层！东南北全明,238,22702,琴亭花园,鼓楼,3,104.84,东南,1997,"['东南', '满五年', '近地铁']"
东煌花园3室2厅240.00万元,194,20407,东煌花园,台江,3,95.07,南北,2000,"['南北', '近地铁']"
浦上大道多层[17层]74.60平精装修南难找房子,172,23057,金辉天鹅湾,仓山,2,74.6,南,2010,"['南', '满二年', '近地铁', '绿化率高']"
金星四季花城 3室2厅 94平 精装修 诚心出售 价格可议,210,22315,金星四季花城,台江,3,94.11,南北,2003,"['南北', '近地铁']"
茶亭地铁站 附一 医科大学 商品社区 精装电梯3房 板状通透,275,24121,鸿运星城,台江,3,114.01,南北,2005,"['南北', '满二年', '近地铁']"
琴亭信和小区 刚需小三居 正规商品房 电梯房 近地铁,250,22978,琴亭信和小区,晋安,3,108.8,南,2011,"['南', '房东直卖', '满二年', '近地铁']"
浦上大道 万达商圈 杉林悦榕公馆 精装两房 拎包入住 诚意,192,33167,杉林悦榕公馆,仓山,2,57.89,南北,2016,"['南北', '近地铁']"
塔头，地铁口，精装电梯，大三房，全明结构。,330,24974,香樟林城市花园,晋安,3,132.14,西南,2010,"['西南', '满二年', '近地铁']"
金城湾115平 架空5楼精装三房，满五带车位，只需要290万,290,25253,新榕金城湾,仓山,3,114.84,东南,2015,"['东南', '满五年', '近地铁']"
新榕金城湾 高层精装两房 保持新！ 房东置换,218,25907,新榕金城湾,仓山,2,84.15,南,2015,"['南', '满二年', '近地铁']"
中天翡翠城 交通便捷 配套齐全 临地铁 医疗配套成熟,235,22865,中天翡翠城,晋安,2,102.78,南,2005,"['南', '满二年', '近地铁']"
中茵上城国际 3室2厅 朝南 地铁口 新天宇大型超市,158,18093,中茵上城国际,仓山,3,87.33,南,2011,"['南', '满二年', '近地铁']"
近地铁 带电梯 满五 商业配套成熟 商品住宅 医疗配套成熟,260,32500,通湖公寓,鼓楼,2,80,西,2004,"['西', '满五年', '近地铁']"
哇晒 亏损出售 出价就成交 长乐紫金轩 端头3房 户型方正高,190,21469,长乐名城紫金轩,长乐,3,88.5,南北,2001,"['南北', '唯一住房', '车位充足']"
阳光凡尔赛宫！精装修高层三房！可看江！！！,315,31375,阳光凡尔赛宫A区,台江,3,100.4,南北,2014,"['南北', '近地铁', '多人关注']"
旭辉都会里丨近地铁丨精装三房丨电梯高层丨视野好丨南北通透丨,310,34445,旭辉都会里,晋安,3,90,南,2021,"['南', '唯一住房', '近地铁', '次新房']"
温泉公园，金鸡山公园旁，端头3房2卫，电梯次新房，斗门地铁口,339,32466,龙湖盛天天钜,晋安,3,104.42,东南,2021,"['东南', '有电梯', '近地铁', '次新房']"
钱塘小 屏东中 框架大3房，南北通透，福飞板块中近距离钱塘小,340,39080,华大新村(后营),鼓楼,3,87,南北,1996,"['南北', '满二年', '近地铁']"
奥体板块 飞凤山公园旁 视野开阔 采光一级棒 精装修,222,21143,奥体融侨花园B区,仓山,3,105,南北,2020,"['南北', '满二年', '近地铁', '车位充足']"
鲁能公馆一期 商品房 满二 近地铁 有电梯 楼龄新 精装好房,268,30657,鲁能公馆一期,晋安,2,87.42,南北,2017,"['南北', '满二年', '近地铁']"
霞镜新城四区 3室2厅 南北 纯毛坯 电梯中层 低总价,215,20477,霞镜新城四区,仓山,3,105,南北,2019,"['南北', '有电梯', '近地铁', '次新房']"
屏东小屏东中，3房，单价低，居家楼层东端头户型，超高性价比,340,37778,北江新村,鼓楼,3,90,南北,1991,"['南北', '满二年', '近地铁']"
头排真江景， 3室2厅 中海寰宇天下 房东急卖，万科又一城,195,22160,中海寰宇天下,闽侯,3,88,南北,2019,"['南北', '唯一住房', '近地铁', '次新房']"
华林路 正荣悦榕府 次新社区 高层毛坯 全明户型 人车分流,253,23710,正荣悦榕府,晋安,3,106.71,南北,2022,"['南北', '近地铁', '次新房']"
鼓山永辉旁世纪金辉 中间楼层 南北通透 两房朝南 卫生间有窗,173,22594,世纪金辉一期金辉东景C区,晋安,2,76.57,南北,2005,"['南北', '满二年', '近地铁']"
榕发观湖郡，2022年纯商品房社区，高层对中心花园 性价比高,290,32497,榕发观湖郡,晋安,3,89.24,南北,2022,"['南北', '近地铁', '车位充足']"
晋安湖畔 蓝光星珀 地铁口 好户型 90平端头双卫双阳台,220,24642,蓝光星珀,晋安,3,89.28,南北,2022,"['南北', '有电梯', '近地铁', '次新房']"
坐在客厅就能看江的房子，你会喜欢吗豪装40万，拎包入住高层,190,20574,碧桂园十里江湾,闽侯,3,92.35,南北,2019,"['南北', '满二年', '次新房']"
泰禾旁 近地铁口 电梯高层 端头全明 居家装修 拎包入住,308,22802,三木城B区,晋安,3,135.08,南北,2009,"['南北', '满二年', '近地铁']"
家天下三木城B区，地铁口泰禾边，电梯端头，3房朝南，送入户,269,20690,三木城B区,晋安,3,130.02,东南,2009,"['东南', '满二年', '近地铁']"
五里亭 贴砖社区 电梯高层 精装大3房两卫 户型好采光好 急,218,20600,东华苑,晋安,3,105.83,南北,2003,"['南北', '满五年', '近地铁']"
新东区 精装好房 房龄新 小三房 商业配套成熟 带电梯,210,21543,鼓山公寓,晋安,3,97.48,南北,2016,"['南北', '满五年', '近地铁', '车位充足']"
台江 茶亭 广达路 广达花园 国货 福八 楼层好,170,21880,广达花园1—2幢,台江,3,77.7,南北,1998,"['南北', '满五年', '近地铁']"
近华润万象城 融信澜郡 福尚名居 电梯房 采光好,153,24379,福尚名居,鼓楼,2,62.76,南,2010,"['南', '满二年', '近地铁']"
福寿巷4号信息产业厅单位宿舍，居家3房，温泉小接送方便，,259,33959,信息产业厅宿舍,鼓楼,3,76.27,南北,1993,"['南北', '满二年', '近地铁', '车位充足']"
井大小，贤南商厦，90平，电梯三房，南北通透，近东街地铁口,360,39868,贤南商厦,鼓楼,3,90.3,南北,2002,"['南北', '满二年', '近地铁']"
东街口 电梯三房 华侨小 四号线 东门站 采光日照好,296,32610,闽运公寓,鼓楼,3,90.77,南北,2003,"['南北', '满二年', '近地铁']"
东街 满五 临地铁 医疗配套成熟 商业配套齐全 出行方便,200,34130,光复新村,鼓楼,2,58.6,南,1998,"['南', '房东直卖', '满五年', '近地铁']"
三叉街地铁口 中骏附近 电梯三房采光好 南北通透 有含车位,315,32458,榕南礼居,仓山,3,97.05,南北,2017,"['南北', '满二年', '近地铁', '车位充足']"
商品房 出行方便 商圈成熟 小三房 满五 医疗配套成熟,330,31048,小桥新苑,鼓楼,3,106.29,东北,1998,"['东北', '满五年', '近地铁']"
金城湾豪装40多万，只需要320万哦，走过路过不要错过,310,26276,新榕金城湾,仓山,3,117.98,南北,2016,"['南北', '满五年', '近地铁']"
台三福 群升国际B区 电梯高层 朝南无遮挡 近地铁中亭街,335,32661,群升国际B区阳光丽景,台江,3,102.57,南,2007,"['南', '满二年', '近地铁']"
新出 中庚帝国大院 高层端头 看晋安湖公园摩天轮 泰禾广场,363,34437,中庚帝国大苑,晋安,3,105.41,东南,2010,"['东南', '满二年', '近地铁']"
鼓楼区，地铁口，鼓一小， ，框架3房，运动楼层，看房方便,389,42748,卫生局单位宿舍,鼓楼,3,91,南北,1999,"['南北', '满五年', '近地铁']"
左海附近框架3房 好楼层 端头户型 南北通透 可停车,170,20732,白水塘小区,鼓楼,3,82,南北,1996,"['南北', '满五年', '绿化率高']"
有证 有证 90平端头 东南北朝向 高层,193,22136,世茂云潮,晋安,3,87.19,南北,2020,"['南北', '有电梯', '近地铁', '次新房']"
低总价买王庄高质量两房 现房可马上住,183,22875,世欧王庄一区,晋安,2,80,南北,2014,"['南北', '满五年', '近地铁']"
鼓楼西湖左海铜盘二环梅峰 天骐路省检察院宿舍居家三房带电梯,220,22681,福建省人民检察院宿舍,鼓楼,3,97,南北,1997,"['南北', '满五年']"
温泉公园旁 六一北路 龙湖盛天 毛胚三房 华林路 树兜,330,31604,龙湖盛天天钜,晋安,3,104.42,东南,2021,"['东南', '有电梯', '近地铁', '次新房']"
核心地段二环内！装修三房4号线地铁口|三站东街口|两站省立,263,29678,蓝光玖榕台,晋安,3,88.62,南北,2022,"['南北', '有电梯', '近地铁', '车位充足']"
全江景好房，新大陆壹号，高层，满二年，业主诚意，看房方便,229,20013,新大陆壹号,马尾,3,114.43,南,2013,"['南', '满二年']"
二环边 急售房2.39万一平。279万，全景镇海楼 南北通透,280,23932,瑞景大厦,鼓楼,3,117,南北,2002,"['南北', '满二年', '近地铁']"
万达爱琴海背后，江厦小区，电梯中层，标准两房，看房随时,168,22400,江厦小区,仓山,2,75,南,2016,"['南', '近地铁']"
万达爱琴海商圈 江厦小区 电梯高层 标准两房 诚意出售,128,21175,江厦小区,仓山,2,60.45,南,2016,"['南', '近地铁']"
